ID;dsc_item;melhor_classif;match_score;Quant. Carct. DSC;Quant. Carct. Classif;Diferença
464;copo alto tipo long drink  material vidro  cilindrico  sem curvaturatransparente  incolor  liso  reutilizavel  para agua  suco  refrigerante  capacidade 300ml  dimenses de altura 13cm  6 5 de dimetro  variacao de 15 108921; controle giroscopico  direcional  para  superficieacionado por sistema hidraulico para aeronav;38;222;95;127
479;corretivo liquido  corretivo liquido frasco de 18ml a  base  de  agua  ideal  para  uso sobre   todos   os   papeis   para corrigir fotocopia fax e tinta de caneta    esferografica    produto atoxico    teste     do     produto excelente cob; servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori;38;241;116;125
521;esponja para limpeza dupla face em nylon e manta nao tecida fibras sinteticas unidas com resina a prova de agua e impregnada 100 em todo o volume composta com mineral com textura similar a talco dimensoes 75 x 110 mm variacao aceitavel 10; servicos de engenharia durante a fase de construcao e de instalacao de obras de engenharia civil;38;238;97;141
631;lavadora de roupas 16 kg com dispenser autolimpante e ciclo silencioso altura 1020 cm clean jato dagua cesto inox consumo de agua 180lciclo consumo de energia 049 kwhciclo dimensoes produto embalado axlxp 1055 x 700 x 770 cm peso bru28538; servicos gerais de construcao de tubulacoeslinhas de comunicacao e de energia de longa distanc;38;238;95;143
634;limpa aluminio remove sujeira e manchas devolve brilho e acabamento original depois de polimento nao mancha e nao ataca o aluminio e suas ligas elimina oleosidade e residuos acumulados concentrado base de agua ecologico biodegradavel neutro  nao agride a pel; reboque especial de construcao para rocha   transportador basculante do tipo fora de estrada ;38;258;94;164
686;luva simples pvc soldavel eb892 pagua fria de 60mm  luva simples  marrom para agua fria de 60mm com capacidade de suporte de 75mca de pressao estatica cor marrom marcas tigre amanco unocann ou similar eb892nbr56485680 4898; servicos para  a  infraestrutura de tecnologia da informacaoe comunicacao tic  nao classificados em outros top;38;222;111;111
741;papel foto acabamento alto brilho  definicao profissional alto resistente a agua secagem instantanea compatibilidade de tinta dye & pigment  condicoes de  exibicao em album e porta retrato aplicacao em impressoes e ampliacoes profissionais com 50 folh; unidades de propulsao inertes a combustivel solido de veiculos espaciais e misseis guiados e seus c;38;251;100;151
754;pirulito de esponja pirulito de esponjamaterial utilizado para realizar a avaliacao da resposta sensorial intraoral sabor limao e um ?cotonete? descartavel com espuma na ponta material livre de latex com alta capacidade de absorcao de agua haste dobrase facilmente sem quebrar atingindo lugares dificel; equipamentos para contramedidas eletronicas  contracontramedidas e de capacidade de reacao rap;38;302;95;207
781;refrigerante 02 litros  a base de cola refrigerante  a base de cola  em embalagem com 2l agua gaseificada  acucar  extrato de noz de cola  cafeina  corante caramelo iv  acidulante ins 338 e aroma natural  validade nao inferior a 4 meses  a contar da data de entreg; servicos gerais de construcao de estradasexceto elevados ruasviasestradas de ferro e pistas de aterriz;38;264;103;161
783;refrigerante 1a linha a base de cola bebida nao alcoolica nao fermentada e gaseificada composto por agua mineral gaseificada acucar suco natural concentrado de cola aroma natural de cola embalagem plastica de 2 litros com data de fabricacao e validade minimo 6 meses impressas na embal; servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori;38;285;116;169
848;servico de locacao e montagem  de tendas 3 x 3 piramidal sanfonada nas dimensoes 3x3 m com altura minima de 250 m cobertura em poliester reta com saidas de ar sistema de escoamento de agua nas laterais estrutura e pes em aluminio eou aco carbono cor branca necessaria a art duracao 3 dias de event; servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori;38;297;116;181
884;tanquinho lavadora de roupa plastico semiautomatica capacidade de 10kg de roupa molhada tensao  voltagem 110v220v com baixo consumo de energia 2 dispensers um para sabao e outro para amaciante filtro catafiapos 3 niveis de agua garantia minima de 12 mes; servicos do comercio por atacado prestado por comissao ou   por contratode produtos farmaceuticos e med;38;253;104;149
937;tinta pva para artesanato 250ml verde vivo a base de latex pva de secagem rapida acabamento fosco soluvel em agua e nao toxica dimensoes do produto ?205 x 7 x 95 cm  295 g volume 250 ml cor verde v; instrumento eletrico painel de verificacao ensaioe medicao de aparelho eletrico  eletron;38;197;89;108
88;adocante dietetico liquido  100% stevia ingredientes agua edulcorantes naturais glicosideos de steviol conservantes benzoato de sodio e sorbato de potassio acidulante acido citrico sem aspartame sem ciclamato sem sacarina sem acesulfamek unidades de 80ml prazo de validade minimo 2 anos a contar a partirda data de entreg; servicos de leasing ou aluguel de televisores radios gravadores de video e equipamentos e acessorios correlat;37;321;110;211
512;elemento filtrante retencao de particulas p  iii > 5 a < 15 um reducao de cloro livre ci > 75% vida util 4000 litros ou 06 meses parametros que poderao variar de acordo com a qualidade da agua e a frequencia de uso dimensoes altura 225 cm  largura 105 cm  profundidade 105 cm; servicos de manufaturar executados em metais em produtos de metalmaquinaria e equipamentospossuida por outr;37;275;108;167
571;galeria celular de concreto armado  secao quadrada  para galeria de agua pluvias  capacidade de resistencia 60 toneladas  conforme normas 88902003  medindo largura x altura 300 x 300 metros h = 800 metros  espessura de parede 2200cm  comprimento das pecas 100 metr; servicos de instalacao da maquinaria e dos equipamentos medicos profissionaise instrumentos de precisao e o;37;264;108;156
637;limpador multiuso composto de alquil benzeno sulfonato de sodio coadjuvante sequestrante alcool etoxilado fragancia e agua rotulo contendo data de fabricacao data de validade numero de lote identificacao do fabricante e numero do registro na anvisa ou outro orgao competente frasco de 500ml; servicos para  a  infraestrutura de tecnologia da informacaoe comunicacao tic  nao classificados em outros top;37;290;111;179
697;macarrao tipo parafuso primeira qualidade com ovos  pacote de 500g pacotes bem fechados e intactos composicao minima carboidratos 70g proteinas 13g lipidios 12g colesterol minimo 15mg as massas ao serem postas na agua nao deverao turvalas antes da coccao nao podendo estar fermentadas ou ranc; servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori;37;292;116;176
708;marca texto amarelo   caneta fluorescente tinta a base de agua contendo 250g espessura do traco 25 ou 500 mm longevidade aproximado 2500 cm2corpo tampa e fundo em polipropileno filtro em poliester ponta chanfrada em polietileno cores vivas secagem rapida e tinta livr; servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori;37;267;116;151
713;margarina 500 g  composicao basica com oleos vegetais liquidos e interesterificados  agua  reconstituido  sal diglicerideos de acidos graxos e lecitina de soja  ulante acido citrico  antioxidante  aroma identico ao natural de manteiga  nao contem gluten  embalagem com 500g similar a qualy; servicos de engenharia durante a fase de construcao e de instalacao de obras de engenharia civil;37;289;97;192
765;protetor solar fps 60 enriquecido com vitamina e nao contem paba  oil free  indicado para pessoas de pele extremamente sensivel que sempre se queimam e nunca escurecem resistente a agua protecao contra a acao dos raios uva e uvb fpuva 20 dermatologicamente testado semelhante ou superior a marca prosun; servicos do comercio por atacado prestado por comissao ou   por contratode maquinariaequipamentos e supr;37;302;105;197
862;suco de maracuja concentrado de maracuja  contendo agua  suco de maracuja integral  suco de maracuja concentrado  conservantes metabissulfito e benzoato de sodio  acidulante acido citrico  estabilizante pectina e goma xantana  corante natural carmim de cochonilha  embalagem de 500ml; equipamentos para contramedidas eletronicas  contracontramedidas e de capacidade de reacao rap;37;283;95;188
864;suco em caixinha de 200 ml com canudo ingredientes agua suco concentrado de pessego acucar aroma natural acidulante acido citrico e espessante goma xantana nao contem gluten qualidade similar a marca dell valle validade minima de 6 meses a partir da data de entreg; equipamentos para contramedidas eletronicas  contracontramedidas e de capacidade de reacao rap;37;264;95;169
868;sulfadiazina de prata 10mgg creme dermatologico cada grama do creme dermatologico contem sulfadiazina de prata 10 mg veiculo qsp 1 g alcool cetoestearilico cetomacrogol 1000 petrolato liquido petrolato amarelo alcool de lanolina propilenoglicol metilparabeno propilparabeno edetato dissodico butilidroxitolueno e agua purific; servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori;37;325;116;209
217;agua sanitaria liquido alvejante desinfetante e uso geral liquido transparente composto de hipoclorito de sodio hidroxido de sodio carbonato de sodio e agua com teor de cloro ativo 2  a 25  pesopeso com autorizacao de funcionamento do fabricante concedido pela anvisa frascos de 1 litro com lacre de rosquear caixa com 12 un; servicos de leasing ou aluguel de televisores radios gravadores de video e equipamentos e acessorios correlat;36;324;110;214
223;alcool gel gel a base de alcool para higienizacao  a 70  com acao antisseptica  sem enxague  composicao alcool etilico  polimero carboxilico  neutralizante  umectante  conservante  quelante e agua deionizada  prazo de validade 24 meses a partir da data de fabricacao  embalagem 1 litr; equipamentos para contramedidas eletronicas  contracontramedidas e de capacidade de reacao rap;36;284;95;189
242;azeitonas verdes sem caroco em conserva int azeitonas verdes sem caroco em conserva inteiras com tamanhos e formas regulares conservadas em agua e sal livre de fermentacao acondicionado em embalagem integra atoxica resistente vedada hermeticamente e limpa contendo embalagem 500 gramas validade minima de 6 mes; servicos de intermediacao financeiraexceto servico bancariode investimentoservicos de seguros e de penso;36;310;105;205
419;caneta marca texto  fluorescente  ponta chanfrada  com 2 possibilidades de largura dos tracos traco caneta marca texto  fluorescente  ponta chanfrada  com 2 possibilidades de largura dos tracos tracos largos e finos  tinta a base de agua espessura do traco fino de 1 0mm e traco largo de 4 5mm ponta em polietileno  corpo  tampa e fundo em polipropilen; servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori;36;352;116;236
420;caneta marca texto amarela com tinta a base de agua ponta sintetica chanfrada traco 135 mm na cor amarela fluorescente com secagem rapida  caneta marca texto amarela com tinta a base de agua ponta sintetica chanfrada traco 135 mm na cor amarela fluorescente com secagem rapida 870014386; reboque especial de construcao para rocha   transportador basculante do tipo fora de estrada ;36;286;94;192
472;copo plastico descartavel copo plastico descartavel de 200ml para agua caixa 2500 unidades os copos devem estar em conformidade com a norma tecnica 148652002 da abnt e norma nbr 13230 com massa minima de 220 gramas o vencedor devera apresentar laudo de laboratorio credenciado junto ao inmetro que comprovem os cristerios  de aceitacao estabelec; servicos para  a  infraestrutura de tecnologia da informacaoe comunicacao tic  nao classificados em outros top;36;345;111;234
501;destilador de agua portatil   especificacoes tecnicas dimensao da embalagem 450 x 290 x 450 mm peso com embalagem 500 kg garantia 12 meses frequencia 50hz60hz producao 10001200ml  1 hora capacidade maxima 04 litros voltagem 220v potencia 750w; servicos de  arrendamento  mercantil operacional ou locacaode maquinas e equipamentos sem oper;36;242;95;147
518;escorredor de macarrao em aluminio reforcado linha hotel com espessura minima de 10 mm diametro de 60 cm com furos na base e laterais para escorrer a agua base com anel de apoio com alcas escorredor de macarrao em aluminio reforcado linha hotel com espesmin10 diam60cmmm 320197; instrumentos para medicao de fluxo de liquido e  gas  nivelde liquidos e de movimentos mecan;36;277;93;184
627;kit 12   estudantes ensino infantil  com sindrome de irlen contendo caderno registro  apontador  caixa de lapis de cor jumbo  cola  tesoura  caderno desenho a3  caixa de gizao de cera com 12 cores  soroban  regua de assinatura reglete  folhas de papel braile  puncao para escrita braile   garrafa para agua   porta lapil; servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori;36;320;116;204
692;macarrao espaguete no 08   massa de semola tipo espaguete comprido fino enriquecida com ferro a acido folico em embalagens de polietileno de 1 kg as massas ao serem postas na agua nao poderao turvalas antes da coccao nao podendo estar fermentadas ou rancosas prazo minimo de validade 03  tres  meses ; servicos do comercio por atacado prestado por comissao ou   por contratode produtos farmaceuticos e med;36;300;104;196
742;papel foto acabamento alto brilho definicao profissional papel foto acabamento alto brilho definicao profissional alto resistente a agua secagem instantanea compatibilidade de tinta dye & pigment condicoes de exibicao em album e porta retrato aplicacao em impressoes e ampliacoes profissionais com 50 folh; instrumento eletronico painel de verificacao  ensaio e medicao de aparelho eletrico  eletron;36;305;93;212
745;peito de frango com osso  congelado com adicao de agua no maximo de 6% levemente temperada aspecto proprio nao amolecida e nem pegajosa cor propria sem manchas esverdeada cheiro e sabor proprio com ausencia de sujidade e larvas prazo de validade condicoes de armazenamento e conservacao com temperatura idealembalagem fechada validade minima 04 quatro mes; servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori;36;355;116;239
761;porta metalica 70 x 210 cm reforcada porta metalica 70 x 210 cm reforcada altura 217 cm largura do batente 6 cm pintura primer a base d?agua que e curada a 150 o garantindo cobertura uniforme e maior durabilidade ou com pintura de acabamento eletrostatica a po na cor branca e com vidr; servicos do comercio por atacado prestado por comissao ou   por contratode maquinariaequipamentos e supr;36;285;105;180
789;refrigerante de laranja 2 litros  refrigerante em garrafa descartavel de 2000ml sabor laranja  agua gaseificada  acucar suco natural de laranja 10% aromaartificial acidulante ins 330 conservador ins 211 estabilizantes ins 444 e ins480 corante artificial ins 110 nao contem gluten nao alcool; servicos para  a  infraestrutura de tecnologia da informacaoe comunicacao tic  nao classificados em outros top;36;290;111;179
827;sabonetecomposicao sais sodicos de acido graxos hidroxido de sodio glicerina cloreto de sodio formaldeido  dislirilbifenil dissulfonato dissodico edetado tetrassodico etidronato tetrassodico proteina de trigo gidrolisada fragrancia agua e corantes ci uso externo dermatologicamente testado peso liquido 125g; servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori;36;307;116;191
828;saco para mudas 18x24cm sacos para muda em polietileno de baixa densidade com furos para a drenagem da agua com sanfonas laterais e solda no fundo  os saquinhos garantem uma germinacao perfeitas das sementes e plantas mais fortes e vigorosas  produto muito resistente pratico e pronto pra ser usado  material plastico preto proprio para muda  cor pret; servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori;36;351;116;235
883;tanquinho de lavar roupa referencia lx1001br cor branco  modelo lavamax  semiautomatica lavaenxagua  capacidade de roupa seca 10kg  eficiencia energetica classe a  painel de controle mecanico  tipo de agua fria  tipo de abertura superior  dispenser 01sabao  01 amaciante  potencia 415 watt; servicos de instalacao da maquinaria e dos equipamentos medicos profissionaise instrumentos de precisao e o;36;289;108;181
914;tinta de sinalizacao horizontal a base de resina acrilica otima resistencia a abrasao impermeabilidade a oleos minerais oleo diesel lubrificante gasolina e agua boa cobertura facilidade de aplicacao e secagem rapida otima aderencia em varios tipos de pavimentos obedecer a norma nbr 11862 rendimento estimado 16 m21 padrao der baldes 18 litros cor vermelh; servicos de leasing ou aluguel de televisores radios gravadores de video e equipamentos e acessorios correlat;36;355;110;245
51;144 conexao hidraulica material pvc  cloreto de polivinila tipo luva tipo fixacao soldavel e roscavel bitola lado roscavel 1 bitola lado soldave  conexao hidraulica material pvc  cloreto de polivinila tipo luva tipo fixacao soldavel e roscavel bitola lado roscavel 1 bitola lado soldavel 32 aplicacao instalacoes prediais agua fr; servicos para  a  infraestrutura de tecnologia da informacaoe comunicacao tic  nao classificados em outros top;35;329;111;218
141;agua mineral 15 litros natural sem gas de primeira qualidade acondicionada em garrafa pet tampa com rosa e lacre data de validade de no minimo 06  seis meses a partir do seu envasamento a rotulagem deve conter ainda marca classificacao fonte de procedencia prazo de validade data de envase caracteristicas fisico quimica e demais informacoes exigida na legislacao em vig; servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori;35;370;116;254
339;bota cano curto ndeg40 parfeita em eva material emborrachado e confortavelleveapropriado para quem trabalha  muito tempo em petotalmente vedada compativel para quem trabalha em contato com a aguacalcado fechadode acordo com a nr32solado antiderrapanteprotecao dos pes do usuario contra riscos de natureza levepossuir ca na botacor branc; servicos para  a  infraestrutura de tecnologia da informacaoe comunicacao tic  nao classificados em outros top;35;336;111;225
412;camisola hospitalar  para paciente adulto em cretone liso 100% algodao minimode 180 fios gramatura minima de 170 grm2 confeccao e apresentacao de 1  qualidade tamanho p com logomarca na frente resistente a multiplas lavagens solidez ao cloro tipo bata abertura frontal fechamento trespassado cor verde agu; equipamento especializado para oficina de manutencao e reparo de material de controle de tir;35;305;93;212
435;cera liquida  incolor   cera liquida  incolor   cera liquida auto brilho incolor para piso frio dispensando o uso de enceradeira embalagem com 850 ml dispersao acrilica metalizada alcool baririco etoxilada alcalinisante plastificante conservante fragrancia e agua parafina carnauba  selo ecologico   falcao bau; servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori;35;310;116;194
440;cera liquida incolor auto brilho embalagem 850 ml acrilica com acao auto brilho indicada para pisos ceramicos granitos marmores ardosias e paviflex  composicao basica resina natural silicone agua e perfume  acondicionado em frasco plasticocontendo 850ml validade 12 meses  produto sujeito a verificacao no ato da entrega  aos procedimentos administrativos determinados pela anvis; servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori;35;379;116;263
504;detergente neutro em caixas contendo 24 unidades  liquido biodegradavel concentrado bico dosador tipo pushpull frasco de 500ml composicao aquil benzeno sulfato de sodio principio ativo neutralizante conservante sequestrante coadjuvanteespessante sais organicos fragrancia corante e agua enviar amostra para analise marca pre aprovada ype e limpol; servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori;35;346;116;230
513;elemento para filtro de bebedouro carbon block altura 120mm e diametro 65mm  019000994  carbon block altura 120mm e diametro 65mm vasado de ambos os lados diametro aproximado 275mm reducao de cloro livre = 75% vida util 3000 litros ou seis meses que variam de acordo com a qualidade da agua e frequencia de uso igatu ou simil; servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori;35;325;116;209
628;lantejoula lantejoula  tamanho grande  pacote com 250gr nas cores verde prateada dourada azul amarela e vermelha nas cores verde capim vinho amarelo laranja vermelho vivo  verde bandeira roxo rosa pink branco preta salmao  marron  preto azul  marinho verde agua azul  royale e demais c; unidades de propulsao inertes a combustivel solido de veiculos espaciais e misseis guiados e seus c;35;285;100;185
670;lustra moveis  com teflonbrilho seco composicao oleo mineral silicone fragrancia preservante e agualiquido leitoso brancoproduto acondicionado em embalagem original lacrada com rotulo original da fabrica contendo composicaoidentificacao do produtotipo tamanholitragem dados completos e cnpj da empresa fabricante modo de uso precaucoes data de validade e constar o registro ou notificacao na anvisa ; servicos para  a  infraestrutura de tecnologia da informacaoe comunicacao tic  nao classificados em outros top;35;399;111;288
730;oleo de soja refinado embalagem de 900ml  oleo de soja refinado isento de misturas de outros oleos agua ou outras materias estranhas ao produto ausencia de sujidades larvas ou parasitas a  embalagem o produto devera estar acondicionado em embalagem primaria em garrafas tipo  pet  com volume liquido de 900 ml; servicos gerais de construcao de estradasexceto elevados ruasviasestradas de ferro e pistas de aterriz;35;309;103;206
93;adocante liquido sucralose edulcorante derivado da cana de acucar ingredientes agua edulcorantes sucralose e acesulfame de potassio conservador benzoato de sodio acidulante acido citrico e espessante carboximetilcelulose sodica embalagem plastica contendo no minimo de 25ml apresentar rotulagem de acordo com a legislacao vigente validade minima de 10 mes; servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori;34;355;116;239
304;bolsa de coleta bolsa de polietileno para coleta de agua bolsa plastica com tarja de identificacao esterilizada nao fluorescente com pastilha nao toxica de tiossulfato de sodio  10mg capacidade 100ml medidas 75x185cm com sistema de fechamento  tencture troof tabs  na parte superior observacoes solicitar certificado de qualidade data de fabricacao validade e numero do lot; servicos para  a  infraestrutura de tecnologia da informacaoe comunicacao tic  nao classificados em outros top;34;373;111;262
305;bolsa de gel kit 2 bolsas termica de gel quente ou fria 13x18 cma bolsa termica de gel substitui a bolsa de agua quente tradicional com vantagens nao vaza mantem a temperatura por mais tempo que a agua e pode ser usada quente ou fria composicao produto atoxico   gel a base de celulose vegetal conteudo da embalagem 02   bolsa termica de gel quente ou fr; servicos para  a  infraestrutura de tecnologia da informacaoe comunicacao tic  nao classificados em outros top;34;354;111;243
475;corante soft gel amarelo gema 60g  ingredientes agua acucar invertido xarope de glucose amido modificado sal refinado espessantes goma carragena ins407 e goma jatai ins410 acidulante acido citrico ins330 conservadores benzoato de sodioins211 e sorbato de potassio ins202 e corante artificiais tartrazina ins102 e amarelo crepusculo ins110 nao contem gluten; servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori;34;356;116;240
505;dieta enteral dieta enteral com densidade calorica aproximada de 1 2 a 1 5 calml  rica em aminoacidos de cadeia ramificada  destinado a pacientes com insuficiencia hepatica  isenta de lactose  sacarose e gluten  osmolalidade aproximadamente de 400 m osmkg agua  os produtos deverao ser entregues com prazo de vida util para 06 seis meses do tempo da validade do produt; servicos do comercio por atacado prestado por comissao ou   por contratode produtos farmaceuticos e med;34;368;104;264
588;iogurte natural zero lactose pote 170g leite reconstituido integral eou leite pasteurizado integral preparado de fruta agua amido modificado suco de maca conservador sorbato de potassio espessantes goma xantana e goma guar e acidulante acido citrico amido modificado enzima lactase fermento lacteo e espessante gelatina nao contem gluten alergicos contem leite e derivados de leit; servicos de leasing ou aluguel de televisores radios gravadores de video e equipamentos e acessorios correlat;34;380;110;270
699;maionese 500g contem agua  oleo vegetal  vinagre  amido modificado  ovoso pasteurizados  acucar  sal  suco de limao  acidulante  acido latico  espessante goma xantana  conservador acido sorbico  sequestrante edta calcio dissodico  corante paprica  aromatizante aroma natural de mostarda e antioxidantes acido citrico  bht e bha  nao contem gluten  500 gram; servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori;34;356;116;240
729;nutricao completa e balanceada isotonica 300 a 350 mosmlitro de agua desenvolvida para atender nutricao completa e balanceada isotonica 300 a 350 mosmlitro de agua desenvolvida para atender as necessidades de criancas de 01 a 10 anos acrescida de vitaminas e minerais pode ser usada como nutricao oral ou enteral isenta de lactose e gluten apresentacao lata de 400 gram; servicos de leasing ou aluguel de televisores radios gravadores de video e equipamentos e acessorios correlat;34;369;110;259
785;refrigerante composto de extrato de cola 2 l  composto agua gaseificada sacarina sendo permitido vegetais cafeina corante caramelo isento de corantes artificiais livre de sujidades parasitas larvas acondicionado em garrafas  pet  com tampa de rosca contendo 02 litros devera apresentar validade minima de 03 meses a partir da data de entrega de acordo com a lei federal no 891894; servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori;34;379;116;263
790;refrigerante de limao agua gaseificada acucar suco concentrado de limao aroma natural acidulante acido citrico conservadores benzoato de sodio e sorbato de potassio nao contem gluten valor energetico porcao de 200 ml 83 kl acucares 21g gorduras totais 0g gorduras saturadas 0g sodio 15mg 25% de suco pet de 02 litros referencia referencia soda sprite ou de  melhor qualidade ; servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori;34;375;116;259
854;solucao reveladora pronta para uso  frasco com 475 ml frasco com exatamente 500 ml e nao 475 ml visualizacao da imagem em 30 segundos com revelador  rapido na revelacao uso simples e rapido fixar imagens em radiografias odontologicas indicado ao processamento manual de filmes dentais intraorais composicao agua dietileno glicol hidroquinona e carbonato de potassio liquido e cor vermelh; servicos de instalacao da maquinaria e dos equipamentos medicos profissionaise instrumentos de precisao e o;34;387;108;279
906;tinta  guache  500  ml para  trabalhos  artisticos eescolares  nao  e  toxica  soluvel  em  agua  e  disponivel em  13  cores  quesao  misciveis  entre  si  aplicavel  em papel    papel    cartao    cartolina    gesso    madeira    e ceramica   conforme   portaria   inmetrono   3332012 e registro 0021882014 cores vari; servicos de instalacao da maquinaria e dos equipamentos medicos profissionaise instrumentos de precisao e o;34;319;108;211
171;agua mineral natural sem gas ? 500 ml acondicionada em garrafa pet tampa crosca e lacre contendo 500 ml pacote com 12 unidades validade de 11 meses a contar da data da entrega suas condicoes deverao estar de acordo com o dec 3029 de 160499 e rdc 274 de 22092005 e suas alteracoes posteriores produto sujeito a verificacao no ato da entrega aos procedimentos administrativos determinados pela anvis; servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori;33;397;116;281
221;agua sanitaria alvejante desinfetante de uso geral frasco com 1 litro com cloro ativo composicao hipoclorito de sodio carbonato de sodio e agua devera constar no rotulo do produto dados de identificacao do fabricante modos de utilizacao instrucoes para uso do produto codigo de barras no da autorizacao de funcionamento do fabricante na anvisa quimico responsavel e seu respectivo crq data de validade numero do lote e data de fabricaca; servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori;33;436;116;320
561;formula enteral eou oral especializada liquida nutricionalmente completa normocalorica densidade calorica 10 a 12 kcalml hiperproteica >20% normoglicidica 5060% normolipidica 2535% isenta de sacarose lactose e gluten osmolaridade entre 200390 mosml de agua micronutrientes de acordo com as rdis com validade prolongada embalagem de 1 litro  sistema aberto tetrapack; maquinas especializadas para fabricacao  de  semicondutorescircuitos microeletronicos e placas de c;33;365;100;265
629;latex pva premium 3 6 litros latex premium 36 litros diluido a base de agua potavel  aplicacao em alvenaria reboco concreto gesso fibrocimento e texturas em areas internas e externas  secagem ao toque de 1 hora entre demaos de 2 horas  cobertura de 2 a 3 demaos  rendimento de 76m2 por galao  marca sugerida lukscolor ou similar em qualidade  apresentar catalogo no prega; equipamentos para contramedidas eletronicas  contracontramedidas e de capacidade de reacao rap;33;371;95;276
715;margarina vegetal contendo agua oleos vegetais liquidos e hidrogenados sal leite em po desnatado vitamina a e beta caroteno estabilizantes mono e diglicerideos e esteres de poligliceral aroma identico ao natural de manteiga corante natural de urucum e curcuma acidulantes acido latico e acido citrico e antioxidante edta calcio dissodico embalagem de 500 gr; equipamentos para contramedidas eletronicas  contracontramedidas e de capacidade de reacao rap;33;357;95;262
740;papel crepado 50x50 oferece barreira microbiana eficaz atraves das porosidade  eficiente na filtracao bacteriana  maleavel  reisistente a ruptura  rasgo e estouro  biodegradavel e incineravel  confeccionado em 100 celulose  atoxico e nao irritante  alta barreira contra penetracao de microorganismo  alta resistencia a agua hiporepelente  virtualmente livre de fibras antiestatico nao liberado ou atraindo particul; servicos para  a  infraestrutura de tecnologia da informacaoe comunicacao tic  nao classificados em outros top;33;414;111;303
762;postes para fixacao de  placas fornecimento e assentamento de tubos para fixacao de placas de sinalizacao viaria nas seguintes caracteristicas e dimensoes  tubo em aco carbono sae 10101020 galvanizado a quente grau c secao circular com costura e pontas lisas diametro  de 300 m de comprimento de 2 ?  devera ser colocado um tampao na parte superior do tubo evitando a entrada de agu; servicos para  a  infraestrutura de tecnologia da informacaoe comunicacao tic  nao classificados em outros top;33;382;111;271
824;sabao em po embalagem de 1kg composicao alquil benzeno sulfonato de sodio alquil dimetil hidroxietil cloreto de amonio tripolifosfato de sodio silicato de sodio carbonato de sodio carboximetilcelulose de sodio pigmento azul 44'bis 2  sulfoestiril binenicol dissodico acido 44 diamino estilbeno n22 dissulfonico sulfato de sodio silicone enzimas perfume e agu; unidades de propulsao inertes a combustivel solido de veiculos espaciais e misseis guiados e seus c;33;358;100;258
826;sabonete liquido de boa qualidade destinada a limpeza suave das maos e do rosto ph 100% 55 ? 60 aparencia e odor liquido azul perolado e perfumado densidade 1005 ? 1008 gcm3 viscosidade 1000  15000 cps viscosimetro fungilab visco basic spindle 320 rpm temperatura 20o a 25o solubilidade na agua 100% sem diluir pronto para usar embalagem galao de 5 litr; servicos de instalacao da maquinaria e dos equipamentos medicos profissionaise instrumentos de precisao e o;33;353;108;245
838;serra para cortar pisoasfalto a gasolina 4t  diam disco diam furomm 350254mm  rotacao maxima do disco de 3600rpmprofundidade de corte de 0mm a 120mm potencia do motor de 9hpa 15hp  4 tempos tanque de combustivel l 53 capacidade do tanque de agua l 15 peso 93kg dimensoes do equipamentocxlxa mm 1650x480x950; instrumentos para medicao de fluxo de liquido e  gas  nivelde liquidos e de movimentos mecan;33;306;93;213
841;servico de contratacao de 01 um caminhao pipa com capacidade minima de 80 mil litros para transportar e abastecer agua potavel as seguintes localidades assentamento divididatabuleirinho e grota do escuro durante o periodo de 12 doze meses atendendo as necessidades basicas de aproximadamente 100 familias dessas comunidades rurais desse municipio que nao dispoe de sistema adequado de abastecimento de agua e nem estao proximas a nascentes ou riach; servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori;33;448;116;332
