ID,dsc_item,melhor_classif,match_score
573,garrafa de agua para geladeira 2 litros material plastico capacidade 2 litros medida 12x7x24 cm, barra de metal nao ferroso de secao meia  c,46
574,garrafa de agua squeeze  garrafa de 500 ml cores sortidas altura 20 cm largura 65 cm comprimento65 cm peso 180 g, servicos de leasing ou aluguel de outros tipos de maquinariae equipamento sem oper,42
575,garrafa para agua em vidro transparente liso em formato retangular medindo aproximadamente 18 x 8 x 23 cm capacidade 15 litros tampa com mecanil, servicos para  a  infraestrutura de tecnologia da informacaoe comunicacao tic  nao classificados em outros top,42
576,garrafa term de rosca 5 litros corpo em polipropilenoconforme nbr13282 com alca cafe e agu, barra de aco carbono  para  construcao  mecanica acima de 50m,45
577,garrafa termica para agua5 litr, garrafao para ac,58
578,garrafao termico para agua 12 litros garrafao termico para agua capacidade de 12 litros com torneira de boa qualidade e de facil manusei, servicos de manufatura em insumos fisicos que sao propriedade de outrosexceto maquinaria e equip,47
579,giz escolar branco ? giz escolar branco caixa com 50 unidades giz para quadro negro tipo palito cor branca atoxico caracteristicas adicionais plastificado e antialergico composicao gesso e agua padrao de qualidade igual ou superior a delt, servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori,41
580,glucagon po liofilizado e diluente p solucao glucagon po liofilizado e diluente para solucao injetavel contem cloridrato de glucagon biossintetico equivalente a 1 mg ou 1 ui de glucagon frascoampola e diluente agua para injeca, servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori,39
581,gol 16 04 portas geracao v ano 2012 e modelo 2013  placa hlf9718 tampa reservatorio de agua , outros servicos de transporte rodoviario de carg,43
582,grupo gerador de potencia minima de 7568 kva grupo gerador de potencia minima de 7568 kva intermitentecontinua fator de potencia 08 indutivo dotado de quadro de comando automatico na tensao de 220127vca  60 hz  motor diesel 4 ou 6 cilindros  sistema de amortecedores de vibracao  sistema de governo eletronico  sistema de arrefecimento  radiador  ventilador  e bomba centrifuga  filtros de ar tipo seco e lubrificacao com elementos substituiveis  sistema eletrico 12 vcc dotado de alternador para carga de bateria  sistema de protecao por termometro e pressostato alta temperatura da agua e baixa pressao  do oleo de lubrificacao  sistema preaquecimento  alternador trifasico sem escovas com regulador automatico de tensa, servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori,24
583,hidroxido de calcio liquido em suspensao para tratamento de agua  hidroxido de calcio liquido em suspensao para tratamento de agu, servicos de instalacao de equipamentos de radiotelevisao e instrumentos de comunicaca,48
584,higienizacao de caixa d`agua  lote 38, servicos de agencia de vi,48
585,inseticida a base d'agu, tinta base agu,68
586,inseticida aerosol baixa toxidade com solvente a base de agua sem cfc, peca  acessorio  componente para mop agua  p,53
587,instalacoes hidraulicasponto de agua frio embutidocaixa de descargalavatori, servicos de manutencao e reparo da maquinaria de escritorio e cont,51
588,iogurte natural zero lactose pote 170g leite reconstituido integral eou leite pasteurizado integral preparado de fruta agua amido modificado suco de maca conservador sorbato de potassio espessantes goma xantana e goma guar e acidulante acido citrico amido modificado enzima lactase fermento lacteo e espessante gelatina nao contem gluten alergicos contem leite e derivados de leit, servicos de leasing ou aluguel de televisores radios gravadores de video e equipamentos e acessorios correlat,34
589,iogurte sem lactose leite reconstituido integral eou leite pasteurizado integral preparado de morango agua polpa de morango amido modificado aromatizantes corante natural carmim espessantes goma xantana e goma guar conservador sorbato de potassio acidulante acido citrico e edulcorante sucralose amido modificado enzima lactase fermento lacteo e espessante gelatina  data de fabricacao e prazo de validade de no minimo 30 dias com registro no ministerio da agricultura  sif sabor de morango embalagem de filme flexivel de polietileno leitoso bandeja com 6 unidades de 90 g, servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori,27
590,item 11177 agua sanitaria a base de cloro com acao alvejantebactericidadesinfetante com validade minima de 06 meses armazenados em frascos plasticos de 01 litro com dados do fabricante data de fabricacao e prazo de validade uso domes, servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori,41
591,item 1405 caneta p retroprojetor ponta poliacetal 10mm fina tinta a base de alcool resistente a agu, servicos de  arrendamento  mercantil operacional ou locacaode maquinas e equipamentos sem oper,43
592,item 1580 corretivo liquido para papel a base de agua frasco com 18 ml alta qualidade  igual ou superior ao toque magico caixa com 12 un, servicos de engenharia durante a fase de construcao e de instalacao de obras de engenharia civil,43
593,item 1 caminhao pipa 6000 l peso bruto total 13000 kg distancia entre eixos 480 m potencia 189 cv inclusive tanque de aco para transporte de agua capacidade 6m3, recipientes especializados para transporte e armazen,41
594,item 22012 colilert substrato cromogenico enzimatico metodo rapido para deteccao de coliformes totais e escherichia coli em agua com confirmacao em 24 h, servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori,44
595,item 31759 bomba d?agua 5047138, tinta base agu,39
596,item 5542 interligacoes da ete  servicos  escavacao mecanica de valas solo com agua profundidade maior que 150 m ate 400 m, servicos do comercio por atacado prestado por comissao ou   por contratode maquinariaequipamentos e supr,46
597,jarra agu, barra ac,67
598,jarra de louca p agu, barra de lata,65
599,jarra de plastico resistente para agua 05 litr, composto resistente a agu,61
600,jarra de vidro p agua c tampa  210030032, barra de ferro e aco para lamin,50
601,jarra de vidro para agua 1 litr, aspirador po  agua  industr,58
602,jarra inox para agua 1lt, garrafao para ac,59
603,jarra para agua  capacidade 02 litr, animal para producao de leit,53
604,joelho  materiaprima pvc medida 20mm tipo soldavel angulo 90 graus aplicacao para rede de agu, materia prima vegetal para fabricar perfum,47
605,joelho  materiaprima pvc medida 25mm tipo soldavel angulo 45 graus aplicacao para rede de agu, materia prima vegetal para fabricar perfum,47
606,joelho 90   materia prima pvc medidas 50mm tipo1 simples tipo2 soldavel aplicacao agu, materiasprimas diversas florestais e agricol,48
607,joelho 90 graus com bucha de latao pvc soldavel dn 25mm x 12? instalado em ramal ou subramal de agua  fornecimento e instalacao af_122014 , servicos gerais de construcao de estradasexceto elevados ruasviasestradas de ferro e pistas de aterriz,43
608,joelho 90 graus com bucha de lataopvcsoldaveldn 25 mmx 12 instalado em ramal ou subramal de aguafornecimento e instalacao  af_122014 vila un, servicos gerais de construcao de estradasexceto elevados ruasviasestradas de ferro e pistas de aterriz,44
609,joelho 90 graus pvc soldavel dn 25mm instalado em ramal ou subramal de agua  fornecimento e in joelho 90 graus pvc soldavel dn 25mm instalado em ramal ou subramal de agua  fornecimento e instalaca, servicos de instalacao da maquinaria e dos equipamentos medicos profissionaise instrumentos de precisao e o,43
610,joelho 90gr de pvc rigido soldavel com bitola de 50mm na cor marron para ser utilizada em instalacao predial de agua fr, servicos de engenharia durante a fase de construcao e de instalacao de obras de engenharia civil,46
611,joelho 90o pvc rigido  soldavelp agua fria 50mm, preparado soluvel para alimentaca,44
612,joelho 90o pvc soldavel  azul c bucha de latao  agua fria  nbr 5648   25 x   , servicos gerais de construcao de instalacoes ao ar livre    para desportos e laz,41
613,joelho de 12  para agua , oleo de parafin,55
614,joelho de 90 de pvc rosca agua fria 12 ou 20 mm, agulha de maquina de costura industrial overloqu,46
615,joelho em pvc para agua de reducao rosca 90 graus bitola de 3 4 x 1 2 poleg, servicos de impressao e de reproducao por meios de gravacaocomissionado ou por contrat,47
616,joelho em pvc para agua bitola de 34' rosca de 45, embalagem para manuseio de munica,48
617,joelho liso para agua 25 mm 75561, polidor para pintura automo,46
618,joelho pvc para solda 75 mm 90deg agua fr, oleo para sistema de cambi,47
619,joelho pvc roscavel branco para agua fria 90 x 34, extensor de braco para ginas,49
620,joelho pvc soldavel 45deg 32 mm para agua fria predial joelho pvc soldavel 45deg 32 mm para agua fria pred, caixa de papelao para transporte individual de fita magne,41
621,joelho pvc soldavel 90 de40 mm agua de acordo com abnt nbr 564899, servicos de aluguel de carros de passageiros com motor,45
622,joelho pvc soldavel 90 graus 60 mm para agua fria pred, balao inflavel a ar quente para propaganda aere,49
623,joelho roscavel de 90o de 2'' para agua fria solda, arame de aco para fim mecan,49
624,joelho roscavel de 90o de 1'' para agua fria solda, arame de aco para fim mecan,49
625,joelho soldavel agua 75 90, solda a fri,47
626,junta cavalete d'agua onibus iveco ctl70 2013 pl oqm8876, oleo  combustivel leve para queim,42
627,kit 12   estudantes ensino infantil  com sindrome de irlen contendo caderno registro  apontador  caixa de lapis de cor jumbo  cola  tesoura  caderno desenho a3  caixa de gizao de cera com 12 cores  soroban  regua de assinatura reglete  folhas de papel braile  puncao para escrita braile   garrafa para agua   porta lapil, servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori,36
628,lantejoula lantejoula  tamanho grande  pacote com 250gr nas cores verde prateada dourada azul amarela e vermelha nas cores verde capim vinho amarelo laranja vermelho vivo  verde bandeira roxo rosa pink branco preta salmao  marron  preto azul  marinho verde agua azul  royale e demais c, servicos de leasing ou aluguel de televisores radios gravadores de video e equipamentos e acessorios correlat,35
629,latex pva premium 3 6 litros latex premium 36 litros diluido a base de agua potavel  aplicacao em alvenaria reboco concreto gesso fibrocimento e texturas em areas internas e externas  secagem ao toque de 1 hora entre demaos de 2 horas  cobertura de 2 a 3 demaos  rendimento de 76m2 por galao  marca sugerida lukscolor ou similar em qualidade  apresentar catalogo no prega, servicos para  a  infraestrutura de tecnologia da informacaoe comunicacao tic  nao classificados em outros top,32
630,lavadora de alta pressao com motor a inducao  motor de inducao  bomba em aco inox com cabecote em latao  tubeira profisional  mangueira de alta pressao com trama de aco  mangueira de succao de detergente da maquina  porta acessorios  carrinhocom alca e rodas  pressao maxima 1556 psi  107 bar 110 volts  pressao nominal 1037 psi  72 bar 110 volts  vazao de agua 400 lmin 110v  potencia 1500 watts 110v  tamanho do cabo eletrico 5 m  voltagens 127v  peso sem acessorios 17 kg  medidas 570 x 320 x 330 mm c x l x a  mangueira de alta pressao de 75m com pistola  tubeira de alta pressao  carrinho com rodas  adaptador engate rapido obs uso na secretaria de agricultura meio ambiente desenvolvimento economico turismo e cultura localizada na rua cel eduardo amaral 236 centro e utilizacao exporadicamente na coleta seletiva  usina de triagem de materiais reciclaves localizada na rua sao jose n 1500 bairro jd ipe andradas mg, servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori,20
631,lavadora de roupas 16 kg com dispenser autolimpante e ciclo silencioso altura 1020 cm clean jato dagua cesto inox consumo de agua 180lciclo consumo de energia 049 kwhciclo dimensoes produto embalado axlxp 1055 x 700 x 770 cm peso bru28538, servicos gerais de construcao de tubulacoeslinhas de comunicacao e de energia de longa distanc,38
632,lavagem de caixa d'agua na farmacia de min, chapa de liga mista de met,52
633,leite uht integral zero lactose leite uht ou longa vida integral para dietas com restricoes de lactose submetido a altas temperaturas durante o seu processo de fabricacao porem com a preservacao de seus nutrientes ausencia total de bacterias e antibioticos e nao deve apresentar adicao de agua o leite deve atender as caracteristicas sensoriais exigidas pelo regulamento tecnico de identidade e qualidade de produtos lacteos do ministerio da agricultura pecuaria e abastec, servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori,32
634,limpa aluminio remove sujeira e manchas devolve brilho e acabamento original depois de polimento nao mancha e nao ataca o aluminio e suas ligas elimina oleosidade e residuos acumulados concentrado base de agua ecologico biodegradavel neutro  nao agride a pel, servicos para  a  infraestrutura de tecnologia da informacaoe comunicacao tic  nao classificados em outros top,38
635,limpa aluminio tensoativo espessante acidulante corante e agua 500 ml, peca  acessorio  componente para mop agua  p,47
636,limpador multiuso concentrado para limpeza pesada composicao linear alquil benzeno alcalinizante coadjuvante conservante fragrancia e agua embalagem de500 ml semelhante as marcas veja cif e ype notificado pela anvis, servicos para  a  infraestrutura de tecnologia da informacaoe comunicacao tic  nao classificados em outros top,39
637,limpador multiuso composto de alquil benzeno sulfonato de sodio coadjuvante sequestrante alcool etoxilado fragancia e agua rotulo contendo data de fabricacao data de validade numero de lote identificacao do fabricante e numero do registro na anvisa ou outro orgao competente frasco de 500ml, servicos para  a  infraestrutura de tecnologia da informacaoe comunicacao tic  nao classificados em outros top,37
638,limpador multiuso domestico para limpeza pesada liquido  composto de linear alquilbenzeno sulfonato de sodio    tensoativo  nao ionico   alcalinizante    sequestranteeter   glicolico    perfume   e agua   com  validade  1  ano  a  contar  da  entrega   embalado  em frasco   plastico   contendo   500   mililitros   do   produto    laudo analitico do lote do produto e autorizacao de funcionamento do fabricante na anvis, servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori,32
639,limpeza e conservacao  controle de pragas desinsetizacao desratizacao descupinizacao limpeza e higienizacao de caixas e reservatorios de agua desalojamento de pombos e morcegos  cec centro comunitario de educacao e cidadania rua visconde d, servicos de instalacao da maquinaria e dos equipamentos medicos profissionaise instrumentos de precisao e o,43
640,limpeza em caixa d'agua de 10000 litros  limpeza interna e xterna com materiais necessarios por conta da contrat, servicos de avaliacao de propriedades comissionados ou por  contrat,47
641,linguica tipo calabresa cozida e  defumadacarne suinasem ossoslimpapobre em gorduras e com baixo teor de condimentostemperada com especiarias naturais e embutida em envoltoris naturaispacotes de polietilenohermeticamente fechadosisenta de substancias que sejam improprias ao consumo e que alterem suas caracteristicase proibido o uso de cmscarne mecanicamente separadadevera apresentar parametros de acordo com a instrucao normativa ndeg 4 31 de marco de 2000 e ser entregue congeladaem embalagens originais de fabrica de 5 kg apresentando rotulo de acordo com a portaria ndeg 371 de 04 de setembro de 1997 com aspecto caracteristicocor propria sem manchas pardacentas ou everdadasodor e sabor proprio com adicao de agua ou gelo no maximo 3%devera ser entregue congeladaembalagem de 5 kgdeve possuir sifservico de inspecao federal ou imainstituto mineiro de agropecuaria 19644, servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori,21
642,linha 13  boqueirao alto medio e baixo agua preta e iting, equipamentos e artigos mortuarios e de cemiteri,48
643,lixa agua 2, lixa unh,60
644,lixa d agu, lixa unh,63
645,lixa d agua no220, lixa unh,54
646,lixa d' agu, lixa unh,60
647,lixa d' agua ndeg 150, liga de arame de cobr,56
648,lixa d'agua 100, lixa unh,50
649,lixa d'agua 100 lixa d'agua 100, areia  filtracao de agu,44
650,lixa d'agua 120, lixa unh,50
651,lixa d'agua 180, lixa unh,50
652,lixa d'agua 60, lixa unh,52
653,lixa d'agua em folha grao 100, algodao em fard,49
654,lixa d'agua g 360 oxido aluminio costado papel, guardanapo de papel,48
655,lixa d'agua n 100, lixa unh,54
656,lixa d'agua no100, lixa unh,54
657,lixa d'agua no 100, lixa unh,52
658,lixa d'agua no 150, lixa unh,52
659,lixa d'agu, lixa unh,63
660,lixa d?agua no 120, lixa unh,52
661,lixa de agua 120, bolsa de algoda,56
662,lixa de agua numero 100, agua miner,53
663,lixa d' agua n  180, lixa unh,50
664,lixeira individual  coleta de copos descartaveis  lixeira individual  tipo coleta de copos descartaveis de agua e cafe material pvc  poliestireno de alto impacto capacidade 300 copos cada aproximadamente formato cilindrica cor brancatampa sem tampa pedal sem pedal alca sem alca rodas sem rodas dimensoes aproximadas 75 cm de altura 195 cm de largura 12 cm deprofundidade 55 cm de diametro do tubo para copo de cafe 50 ml e85 cm de diametro do tubo para o copo de agua 200ml, servicos para  a  infraestrutura de tecnologia da informacaoe comunicacao tic  nao classificados em outros top,29
665,lixeira para copos agua e caf, caixa para blocos parafin,58
666,locacao de caminhao pipa capacidade do tanque 10000 litros equipado com esguicho chuveirinho rabo de pavao e bomba de succao de agua 1ano de fabricacao a partir de 2010  2devera disponibilizar motorista e combustivel  3todas as despesas decorrentes de manutencao geral do veiculo pecas de reposicao pneus lavagem lubrificacao bem como motorista combustivel e seguro correrao por conta da empresa contratada assim como as despesas e responsabilidades perante as leis trabalhistas previdenciarias fiscais e outras de qualquer natureza proveniente deste instrumento  4 prazo de vigencia contratual 12 meses  5regime de pagamento horas trabalhadas  6quantidade estimada de horas mensal 200 horas em horarios diversos de acordo com a orientacao da secretaria de projetos e obras publicas  7pagamento sera mensal  8  periodo de segunda a sextafeira das 0700 horas as 1800 horas com intervalo para almoco e excepcionalmente nos finais de semana se houver necessidade  9 , servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori,20
667,locacao de estruturas  locacao de palco em estrutura de aluminio q30 ou q50 em formato de  duas  ou  uma  agua tamanho 08 x 06 m  di, servicos para  a  infraestrutura de tecnologia da informacaoe comunicacao tic  nao classificados em outros top,44
668,locacao de rede de agua ou esgoto af_102018 46 pg, bloco de ferro e aco em estado brut,47
669,locacao de tenda tendas 5x5 com fechamento e balcao  02 diarias contendo cobertura tipo chapeu de bruxa ou piramide de cor branca fechamento em lona de pvc de alta resistencia com protecao uv antichamas e autoextinguivel com 4 fechamentos laterais servico de calha para o escoamento de agua e dois balcoes tamanho 5m de largura por 120m de altura um em cada lateral da tenda incluso  transporte montagem desmontagem  equipe tecnica seguro responsabilidade civil pela seguranca dosequipamentos e todas as despesas referentes as diarias acomodacoes e alimentacao dos funcionari, servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori,28
670,lustra moveis  com teflonbrilho seco composicao oleo mineral silicone fragrancia preservante e agualiquido leitoso brancoproduto acondicionado em embalagem original lacrada com rotulo original da fabrica contendo composicaoidentificacao do produtotipo tamanholitragem dados completos e cnpj da empresa fabricante modo de uso precaucoes data de validade e constar o registro ou notificacao na anvisa , servicos para  a  infraestrutura de tecnologia da informacaoe comunicacao tic  nao classificados em outros top,35
671,lustra moveis espessante   embalagem 200mlpara polimento de madeira e moveis em geral  composicao  silicone  oleo mineral  preservante lavanda e agua  na embalagem devera constar informacoes e advertencias 92531, servicos de engenharia durante a fase de construcao e de instalacao de obras de engenharia civil,40
672,lustra movelpoliflor lavanda caixa com 12 unidade composicao cera microcristalina cera de parafina silicone emulsificante espessante derivado de isotiazolinona solventes alifaticos fragrancia e agu, servicos gerais de construcao de tubulacoeslinhas de comunicacao e de energia de longa distanc,42
673,luva 40mm para instalacao de agu, areia  filtracao de agu,64
674,luva 50 mm pagu, luva para gol,55
675,luva 50 mm para agu, luva para gol,67
676,luva correr pvc sold pagua fria predial 50 mm  00003847, barra de metal precioso na forma prim,43
677,luva de correr pvc marrom agua fria 40mm, arame de aco para fim mecan,50
678,luva de protecao contra vibracao antivibratoria  caracteristicas as luvas sao especialmente formuladas com latex natural que possui excelente funcao antiderrapante e resistencia ao desgaste efetivamente evite a colisao e o aperto causados pela industria de manuseio e proteja totalmente suas maos o design da impressao de bloqueio e botao na parte de tras da mao pode efetivamente apertar o pulso e evitar que ele caia suporte para uso repetido conveniente para limpar basta enxaguar com agua secalo e colocar em um local ventilado apos o uso protecao ambiental seguro e nao poluente excelente desempenho respiravel ao usar martelo para bater e perfurar furos as luvas podem evitar danos causados por fortes vibracoes especificacao material latex cor mostrado como imagem quantidade 1 par comprimento 26 cm peso do pacote aprox 109g funcao antivibracao protecao contra impacto resistencia ao desg, servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori,21
679,luva de pvc rigido soldavel 20mm fabricacao conforme nbr 5648 com diametro nominal de 20mm na cor marrom para ser utilizada em instalacao predial de agua fr, servicos do comercio por atacado prestado por comissao ou   por contratode maquinariaequipamentos e supr,44
680,luva esteril 80      luva em latex 100% natural anatomicas pulverizadas compo bioabsorvivel a base de amido de milho  superficie microtexturizada antideslizante totalmente impermeavel a agua e a outros fluidos    bainhas reforcadasresistentes com tensao de ruptura minima atendendoo padrao aql 15    alta sensibilidade e conforto com baixo teor de proteina menos de 100ppm por conteudo    embalagem tipo wallet indicando mao direita e esquerda    embalagem do parde luvas confeccionada em papel grau cirurgico de facil abertura  atoxica esterilizada por oxido de etileno   caixas c 200 p, servicos para  a  infraestrutura de tecnologia da informacaoe comunicacao tic  nao classificados em outros top,26
681,luva pagua 32mm pvc de corr, agulha  de cost,56
682,luva pvc  soldavel 1  cor marrompagu, peca  acessorio  componente para mop agua  p,47
683,luva pvc rigido agua soldavel azul 25 x 12, calca  raspa de couro  epi ,43
684,luva pvc roscavel branca para agua fria 112, plaqueta de material metalico em branco para gravaca,50
685,luva pvc soldavel12  agu, luva de cour,49
686,luva simples pvc soldavel eb892 pagua fria de 60mm  luva simples  marrom para agua fria de 60mm com capacidade de suporte de 75mca de pressao estatica cor marrom marcas tigre amanco unocann ou similar eb892nbr56485680 4898, servicos para  a  infraestrutura de tecnologia da informacaoe comunicacao tic  nao classificados em outros top,38
687,luva uniao pvc soldavel ll 20mm pagu, vaselina solida ver petrolat,46
688,luvas de procedimentos tamanho medio em latex 100% natural nao esteril ambidestras resistentes com tensao de ruptura minima atendendo ao padrao 15 aql totalmente impermeavel a agua e a outros fluidos superficie lisa atendendo as exigencias da rdc no 05 de 15 de fevereiro de 2008 ca e lote impressos no punho ca = 13030 validade de 5 anos da data de fabricacao com registro na anvisa caixa com 100 un, servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori,32
689,luvas em latex 100% natural resistente com tensao de ruptura minima atestado ao padrao aql 15 totalmente impermeavel a agua e outros fluidos t, servicos gerais de construcao de instalacoes ao ar livre    para desportos e laz,44
690,macacao para protecao do tronco e membros superiores e inferiores modelo tipo jardineira produto formado por um conjunto completo macacao botas e luvas acopladas o macacao e totalmente impermeavel inclusive nas botas e luvas que deverao ser selados ao macacao seu uso e indicado para risco proveniente de agua e contaminantes que podem agredir a pele do usuario devem ser confeccionado em pvc grosso kp 400 o suficiente para protecao de inumeros contaminantes sua cor deve ser amarela com ca certificado de aprovacao do mte ministerio do trabalho e empreg, servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori,29
691,macarrao cortado tipo padre nosso   com ovos enriquecido com ferro e acido folico deverao ser fabricados a partir de materias primas sas e limpas isentas de materias terrosas parasitos e larvas as massas ao serem postas na agua nao deverao turv, servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori,41
692,macarrao espaguete no 08   massa de semola tipo espaguete comprido fino enriquecida com ferro a acido folico em embalagens de polietileno de 1 kg as massas ao serem postas na agua nao poderao turvalas antes da coccao nao podendo estar fermentadas ou rancosas prazo minimo de validade 03  tres  meses , servicos do comercio por atacado prestado por comissao ou   por contratode produtos farmaceuticos e med,36
693,macarrao penneproduto nao fermentado pelo amassamento mecanico de farinha de trigo comum eou semolasemolina enriquecido com ferro e acido folico corante natural de curcuma e urucum as massas ao serem postas na agua nao deverao turvalas antes da coccao nao podendo estar fermentadas ou rancosas com rendimento minimo apos o cozimento de 2 vezes a mais do peso antes da coccao embalagem de 500 gramas transparente e apresentar data de val, servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori,30
694,macarrao semola sem ovos talharim macarrao semola sem ovos tipo talharim  farinha de trigo enriquecida com ferro e acido folico 100g de farinha de trigo deve fornecer no minimo 42 mg de ferro e 150 mcg de acido folico rcd 344   131202 sem ovos corante natural de urucum e curcuma mais beta caroteno provitamina a adicionados com agua e submetidos a processo tecnologico adequado massa alimenticia em conformidade com a legislacao vigente contem gluten embalagem primaria de sacos em polietileno atoxica com conteudo liquido de no minimo 500 grs devidamente lacrado validade minima de 12 meses da entrega do produto o produto devera ter o selo da ab, servicos para  a  infraestrutura de tecnologia da informacaoe comunicacao tic  nao classificados em outros top,26
695,macarrao tipo ave maria ou padre nosso embalagem 1 kg produto nao fermentado obtido pelo amassamento mecanico de farinha de trigo comum eou semolasemolina fabricado a partir farinha de trigo enriquecida com ferro acido folico de materias primas sas limpas isentas de materia terrosas parasitos e larvas as massas ao serem postas na agua nao deverao turvalas antes da coccao nao podendo estar fermentadas ou rancosas com rendimento minimo apos o cozimento de 2duas vezes a mais do peso antes da coccao com validade minima de 3tres meses apos a dat, servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori,27
696,macarrao tipo espagueti c 500 g macarrao espagueti vitaminado nao fermentado obtido pelo amassamento da farinha de trigo especial com agua adicionada de ovos massa seca com ovos fabricada a partir de materias primas selecionadas sas limpas e de boa qualidade preparada com 3 ovos por quilo no minimo correspondente a 0045g de colesterol por quilo sem adicao de corantes tendo no maximo umidade de 13% livre de materia terrosa parasitas larvas e detritos animais e vegetais contendoa vitamina a complexo b nicotinamida pp e ferro ao serem postos em agua nao deverao turvala antes da coccao embalagem sacos de polietileno atoxico transparente reforcado de 500 g podera ser adicionado apenas corantes naturais as massas deverao trazer no rotulo a designacao expressa de sua natureza rotulagem nutricional obrigatoria devera ser entregue no maximo 30 dias apos o empacot, servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori,21
697,macarrao tipo parafuso primeira qualidade com ovos  pacote de 500g pacotes bem fechados e intactos composicao minima carboidratos 70g proteinas 13g lipidios 12g colesterol minimo 15mg as massas ao serem postas na agua nao deverao turvalas antes da coccao nao podendo estar fermentadas ou ranc, servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori,37
698,maionese 500g  vidros de maionese contendo 500 gramas 0   zero por cento   de gordura trans valor energetico 40 kcal fonte de vitamina e  agua oleo vegetal ovos pasteurizados amido modificado vinagre acucar salsuco de limao acidulante ac, servicos de agenciamento de transporte de carga e outros servicos auxiliares de transport,41
699,maionese 500g contem agua  oleo vegetal  vinagre  amido modificado  ovoso pasteurizados  acucar  sal  suco de limao  acidulante  acido latico  espessante goma xantana  conservador acido sorbico  sequestrante edta calcio dissodico  corante paprica  aromatizante aroma natural de mostarda e antioxidantes acido citrico  bht e bha  nao contem gluten  500 gram, servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori,34
700,mangueira de alta pressao para agua e , tira de ferro e aco para tub,54
701,mangueira de aragua 12 pt300 mangueira de aragua 12 pt300, maquina de limpar tapete  carpet,47
702,mangueira pvc cristal 34 3 0mm mangueira linha cristal sao recomendadas para transporte de ar agua ou fluidos  inorganicos tais como acido e base media pressao sao utilizados principalmente para medicao de nivel em construcao civil e irrigaca, servicos do comercio por atacado prestado por comissao ou   por contratode bens de consumo divers,42
703,mangueira para jardim com 50 metros confeccionada em pvc e poliester trancado pressao de agua ate 10 bar acompanhada de 01 jogo de engates rosqueadores e 01 esguich, servicos do comercio por atacado prestado por comissao ou   por contrato de frutas e legum,47
704,maquina de lavar roupas   11 kg especificacoes  tecnicas largura 61cm altura 100cm profundidade 65cm peso 365kg lavadora de roupas consumo 031kwh cor branco garantia 12 meses cesto inox com base plastica capacidade total  kg  11 abertura da tampa superior pes niveladores sim temperatura da agua fria ciclos de lavagem 16 programas niveis de agua 4 niveis display eletronico funes lava enxagua centrifuga consumo aproximado de agua 130l filtro sim centrifugao 750 rpm potencia 850w  , servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori,30
705,maquina de lavar gabinete zyncplus  em aco galvanizado cesto em polipropileno automatica capacidade de roupa seca 12 kg eficiencia energetica classe a velocidades de centrifugacao 750 rpm funcoes 12 programas de lavagem niveis de agua 4 sendo extra baixo baixo medio alto extras turbo agitacao economia duplo enxague lava edredom sistema de lavagem agitacao alimentacao 110 220 v, servicos do comercio por atacado prestado por comissao o contratode livrosrevistasperiodicos e artigos de escritori,32
